"","url","social","title","postTags","time","text","views","comments","id"
"1","https://www.finextra.com/newsarticle/32401/dtcc-makes-brexit-break-to-ireland",2,"DTCC makes Brexit break to Ireland","POST-TRADE & OPS,BREXIT,WHOLESALE BANKING,DEPOSITORIES",1531905695.7888,"The Depository Trust and Clearing Corporation has joined the rash of firms opening new offices in Europe to avoid the fall out from Britain's upcoming exit from the European Union. 
	The New York post-trade infrastructure has begun a recruitment offensive in Dublin, Ireland following the opening of a new base in the Irish capital for its Global Trade Repository service.""Our continued growth and desire to get ahead of new regulatory obligations, because of Brexit, now takes us across the Irish Sea to Dublin,” says Simon Farrington, managing director, Emea at DTCC. “We look forward to hiring and developing a local team, and working with lawmakers, regulators, trade associations and other key industry stakeholders to ensure the success of our new operations in Ireland.”The move has been seized upon by the Irish Government as a showcase for its ability to lure away firms fleeing the threat of disruption from Brexit.Heather Humphreys TD, Minister for business, enterprise and innovation, comments: “We have the right skills and structures to support new projects and to welcome new investors. As we face into the challenges of Brexit, we are determined to pursue and seize new opportunities and the Government has, therefore, been making strenuous efforts to ensure that we have the right conditions in place in Ireland to attract the key knowledge-based sectors.”DTCC says it is now actively recruiting for several open positions, including a systems director and general manager. 
",748,0,1
"2","https://www.finextra.com/newsarticle/32403/euroclear-takes-stake-in-algomi",1,"Euroclear takes stake in Algomi","TRADE EXECUTION,WHOLESALE BANKING,POST-TRADE & OPS,DEPOSITORIES,FINDEX,FIXED INCOME AND OTC DERIVATIVES",1531909295.7888,"Euroclear has made an undisclosed investment in fixed income liquidity matching firm Algomi. 
	Founded in 2012 by Stu Taylor, Robert Howes and Usman Khan, who previously worked on projects including UBS PIN network, and Deutsche Bank Autobahn, London-based Algomi has over 160 buyside and 15 banks signed up to its Honeycomb Network.The network helps banks create a virtual balance sheet based on actual bond data - including trade information, enquiries, and holdings - and lets buyside firms see this validated virtual balance sheet at the banks.Peter Golder, CEO of Euroclear Information Solutions says the investment will enable it to tap into the market for illiquid fixed income securities by providing clients with the ability to query bond holdings anonymously through Algomi's data aggregation service.“Our investment in Algomi is driven by client demand to access untapped liquidity pools,"" he says. ""This venture represents an opportunity to transform our data into an asset to increase transparency and provide a substantial boost for global fixed income markets.”Euroclear joins earlier investors including stock exchange Euronext, asset manager AllianceBernstein and index provider S&P Global, alongside prominent angels Peter Glocer and Howard Edelstein.
",579,0,2
"3","https://www.finextra.com/newsarticle/32400/mums-the-word-for-ocbcs-first-e-commerce-marketplace",0,"Mum's the word for OCBC's first e-commerce marketplace","RETAIL BANKING,E-COMMERCE",1531905695.7888,"Singapore's OCBC Bank has opened its first e-commerce marketplace, 'mumstruly', offering a suite of products and educational features for mums-to-be and young mothers with small children. 
	OCBC is launching the new site with the support of six strategic partners and a comprehensive product range, including specialist paediatric or gynaecological services - from a list of 14 doctors and 13 clinics, a lactation televideo series, baby and motherhood products, and relevant financial services.The move into e-commerce follows the loosening of restrictions by Singapore's Monetary Authority to make it easier for banks to move into non-financial but complementary business areas.Six months in the making, OCBC analysed data from its own customers and the shopping habits of young families at major department stores to handpick the most relevant products and brands for expectant and new mothers based on their expenditure, especially post-pregnancy. Dennis Tan, head, consumer financial services Singapore, OCBC Bank, says: “Many say the tech giants are eating our lunch. With mumstruly.com, we intend to wrestle back our share of the pie. OCBC is in the best position to make this work because we understand families, having served this segment as the number one Baby Bonus bank for more than 10 years. Not only that, our award-winning customer experience design and data analytics team played an integral part in formulating solutions for young moms throughout the entire customer journey.”
",760,0,3
"4","https://www.finextra.com/newsarticle/32399/ransomware-is-so-last-year-cryptomining-is-where-its-at-in-2018",4,"Ransomware is so last year; cryptomining is where it's at in 2018","SECURITY,WHOLESALE BANKING,RETAIL BANKING,VIRTUAL CURRENCY",1531902095.7888,"Cryptomining malware has replaced ransomware as the crybercrime tool of choice for the online criminal fraternity, accounting for 32% of all recorded attacks in Skybox Security's mid-year tech threats report. 
	In the last six months of 2017, ransomware accounted for 32% of all attacks recorded by Skybox, while malicious cryptominers notched up a measly seven percent. But by the first half of 2018, the figures had switched almost exactly: malicious cryptominers accounted for 32% of attacks while ransomware dropped to eight percent.""In the last few years, ransomware reigned supreme as the shortcut money-maker for cybercriminals,"" says Ron Davidson, Skybox CTO and vice president of R&D. ""It doesn't require data exfiltration, just encryption to hold the data hostage and a ransom note of how the victim can pay up. With cryptominers, the criminals can go straight to the source and mine cryptocurrency themselves. There's no question of if they'll be paid or not.""As companies put precautions in place to thwart the threat of ransomware, cybercriminals found - in cryptomining- a path of lesser resistance, targeting Web browser and mobile device vulnerabilities to plant their malicious payloadsAs Skybox director of threat intelligence Marina Kidron, observes: ""The recent uptick in value of cryptocurrencies also made this an incredibly profitable attack option.""
",998,0,4
"5","https://www.finextra.com/newsarticle/32398/blackfin-capital-partners-closes-eur180-million-fintech-fund",5,"BlackFin Capital Partners closes EUR180 million fintech fund","RETAIL BANKING,WHOLESALE BANKING,START UPS,FINDEX,INSURANCE",1531902095.7888,"BlackFin Capital Partners is staking a claim to be the largest independent fintech fund in Europe, after completing a €180-million final closing with participation from top-tier banks and insurance houses.  
	Institutional investors joining the pool include Bpifrance, Vaudoise Assurances Group, Groupama, Sogecap , Natixis Assurances, Swiss Life, German public bank KfW, Belgian insurer Securex, BNP Paribas, Crédit Agricole, and Banque Populaire et Caisse d’Epargne. The oversubscribed fund has already made its first investment, leading a €15m Series A round in Friss, a Dutch fraud prevention company operating in the insurance sector.BlackFin's four founding partners were behind the launch of online bank Fortuneo in 2000, which was sold to Crédit Mutuel Arkéa in 2006 in one of the landmark pre-financial crisis Internet exits.Laurent Bouyoux, managing partner of BlackFin Capital Partners, says: “As entrepreneurs and founders of Fortuneo we feel particularly connected to entrepreneurs seizing fintech opportunities. We are proud to reach €180m for this fund dedicated to earlier-stage investments with explosive growth. The size of the fund allows us to support the most ambitious entrepreneurs, all over Europe, through successive financing rounds” ",1273,1,5
"6","https://www.finextra.com/newsarticle/32397/bank-of-america-allocates-tax-windfall-to-digital-investments",13,"Bank of America allocates tax windfall to digital investments","PAYMENTS,MOBILE & ONLINE,RETAIL BANKING,ARTIFICIAL INTELLIGENCE",1531833695.7888,"Bank of America is to allocate an additional $500 million from tax reforms to its digital spend over the next few quarters, as previous investments in mobile apps, P2P money transfers and customer-facing AI come good. 
	The Bank publicised the increased budget at an investor presentation on its Q2 results, which included a raft of upwardly trending stats on digital adoption.The most startling growth comes from uptake of its artificial intelligence-driven virtual financial assistant Erica, which now has more than two million users, doubling the user base in just a month.On the mobile front, device driven customer numbers rose 11% year-on-year to 25.3 million, while digital sales represented a quarter of all products sold in the quarter.Mobile person-to-person payments app Zelle also recorded striking growth, with user numbers doubling to four million. The volume and value of payments transmitted via Zelle shot up 143% and 118% compared the equivalent quarter last year.“We’re thrilled to see such rapid adoption of our latest mobile enhancements,” says Michelle Moore, head of digital banking at Bank of America. “We look forward to continuing to innovate and deliver new solutions based upon our clients’ direct feedback to help our 25 million mobile clients better achieve their financial goals on their terms.”
",2511,0,6
"7","https://www.finextra.com/newsarticle/32396/calmejane-quits-lloyds-bank-to-join-socgen",14,"Calmejane quits Lloyds Bank to join SocGen","RETAIL BANKING,PEOPLE",1531828800,"Societe Generale has poached Claire Calmejane from Lloyds Banking Group to spearhead the French bank's innovation programme. 
	An IT engineer, Calmejane began her career in 2006 in the Technology Transformation department of Capgemini Consulting. Recruited in 2012 by Lloyds Banking Group, as head of digital delivery, she was eventually appointed innovation director and set up the Innovation Labs and the Digital Academy. She has also been an outspoken campaigner on the gender diversity debate in banking. At SocGen, Calmejane's mission will be to foster the innovation culture and identify new business developments and services for customers. She will be in charge of driving the venturing efforts in internal and external startups, identifying relevant market trends, developing partnerships beyond banking, and harnessing disruptive innovationss from emerging technologies. SocGen in November announced a three-year plan to cut 900 jobs and close 300 branches while dedicating EUR150m to ""disruptive innovation projects"", which will be achieved through equity investments in startup businesses.
",8314,0,7
"8","https://www.finextra.com/newsarticle/32395/bank-of-queensland-to-hand-out-free-square-card-readers-at-branches",14,"Bank of Queensland to hand out free Square card readers at branches","RETAIL BANKING,MOBILE & ONLINE,CARDS,PAYMENTS",1531828800,"Looking to drum up support in the SME market, Bank of Queensland is to distribute Square card-reading devices and $1000 in free processing to all new small business customers. 
	The Square reader for contactless and chip will be available to new BOQ small business customers in 180 branches across Australia from today.The blue-tooth-based mobile card reader also comes packed with an array of additional functions, including including a dashboard of payment activities, sales analytics and invoices.BOQ general manager, SME Banking, Greg Pink, says: “Partnering with Square means we can offer a simple and more affordable card payment option for small business customers, which will help them to get up and running faster.”
",2778,0,8
"9","https://www.finextra.com/newsarticle/32394/french-payment-processor-lemon-way-raises-eur10-million",9,"French payment processor Lemon Way raises EUR10 million","PAYMENTS,RETAIL BANKING,MOBILE & ONLINE,E-COMMERCE,FINDEX",1531828800,"Lemon Way, a Paris-based payment processor for e-commerce marketplaces, has raised EUR10 million from Breega Capital and SpeedInvest to further its plans for expansion across Europe. 
	The ten-year old company says the cash injection will help it to grow its business in Germany and the UK, and to consolidate its position in France, Spain and Italy. A recruitment drive, adding 30 new roles to its 80-strong team will also follow.Lemon Way currently counts 1400 online marketplaces, including 200 crowdfunding websites, among its customer base, processing €1.4 billion inflows and outflows last year. Self-financing since inception, the group is now turning to outside investors in a bid to accelerate growth in a market increasingly dependent on processing at scale. The company plans to double the value of payments running across its network to €2.6 billion in 2018. Damien Guermonprez, Lemon Way chair says: ""Our new business of collecting money on behalf of marketplaces implies the issuance of millions of payments accounts in real time and in a very strict regulatory framework. This is the vein we are digging throughout Europe.""
",2787,0,9
"10","https://www.finextra.com/newsarticle/32393/hong-kong-plans-september-go-live-for-blockchain-based-trade-finance",26,"Hong Kong plans September go-live for blockchain-based trade finance","BLOCKCHAIN,PAYMENTS,TRANSACTION BANKING,WHOLESALE BANKING,TRADE FINANCE",1531828800,"A coalition of leading transaction banks in Hong Kong are plotting a September go-live date for a blockchain-based trade finance platform, supported by the territory's central bank. 
	The project - backed by ANZ, Bank of China, Bank of East Asia, DBS Bank, Hang Seng Bank and HSBC - had its first outing in March 2017 as a proof-of-concept (POC) and has since been pushed to an imminent live production date by the consortium under the guidance of the Kong Monetary Authority (HKMA).Howard Lee, deputy chief executive of the HKMA, says: “This trade finance platform is the first large-scale multi-bank blockchain project in Hong Kong arising from the fruitful results of one of the HKMA's POC works on trade finance in 2017. I feel really excited about the development as it clearly demonstrates the HKMA's commitment in facilitating and driving the adoption of new and advanced technologies in Hong Kong.""Following a comprehensive tendering process, Ping An OneConnect Financial Technology has been appointed as the technological provider to the Platform and Deloitte as the consulting service provider to support its production deployment. The platform - which is is built on permissioned blockchain technology using Hyperledger Fabric 1.1 - is undergoing user acceptance tests, and is targeting a launch in September this year. The first product supported will be open account financing, enabling banks and their corporate clients within the ecosystem to submit and record purchase orders, invoices and applications for financing. The banks have also pledged to rope in more participants from banking and other industries, including logistics, into the ecosystem.The project is one of a succession of live deployments of distributed ledger technology and smart contracts in the labour-intensive, paper-driven trade finance arena, which is seen as a perfect testing ground for the introduction of a permissioned platform connecting the multiple parties involved in a single transaction.Vivek Ramachandran, global head of growth and innovation, commercial banking for HSBC points out: “The announcement is further proof that blockchain has the potential to digitize trade by eliminating inefficient processes and reducing the amount of unstructured paper.""More products are being primed for load onto the new system and handshakes with other projects across borders are also in the works.Says HKMA's Lee: ""The next major milestone of this project is to link up with other trade platforms in other jurisdictions to further facilitate cross-border trades.”The first of such connections was foreshadowed in October last year, when Hong Kong and Singapore dumped decades-old rivalry for trade flows in South East Asia and signed a fintech co-operation deal to foster the development of innovative financial technology across the region, beginning with a cross-border linkage of DLT-based trade finance platforms.
",6545,0,10
